title,authors,fieldOfStudy,year,doiUrl
Effect of lifibrol on the metabolism of low density lipoproteins and cholesterol,"G L Vega, K  von Bergmann, S M Grundy, S  Blumenschein, N B Carter, P  Laeis, B  Lindenthal, J  von Bergmann, A  Simatupang, D  Lutjohann, B  Adams-Huet",Medicine,1999,https://doi.org/10.1046/j.1365-2796.1999.00536.x
When West Meets East: Methods of Assessing Group Variation in Comparative Emerging Markets Research,"Alexander  Settles, Valentina V. Kuskova",Geography,2012,https://doi.org/10.1108/S1479-8387%282012%290000007008
Achieving adherence to positive airway pressure therapy: modifying pressure and the Holy Grail.,Lee K Brown,Medicine,2011,https://doi.org/10.1378/chest.11-0185
Sediment and Nutrient Contributions from Subsurface Drains and Point Sources to an Agricultural Watershed,"Bonnie Ball Coelho, Allison J. Bruin, Shawn  Staton, David  Hayman",Biology,2010,https://doi.org/10.4137/ASWR.S4471
Effect of Sampling Frequency and Surfactants on Regime Transitions in Bubble Columns Using Differential Pressure Signals,"Waheed A. Al-Masry, Emad  Ali",Materials Science,2007,https://doi.org/10.1016/S1018-3639%2818%2930944-9
Lower limb flexor reflex: Comparisons between drug-induced akathisia and restless legs syndrome,"Aysegul  Gunduz, Baris  Metin, Sinem Zeynep Metin, Burc Cagri Poyraz, Meral E. Kiziltan",Medicine,2017,https://doi.org/10.1016/j.neulet.2017.01.042
Linkage analysis and association analysis in the presence of linkage using age at onset of COGA alcoholism data,"Xiaoyun  Zhong, Heping  Zhang",Biology,2005,https://doi.org/10.1186/1471-2156-6-S1-S31
Solvable rational extension of translationally shape invariant potentials,"Yves  Grandati, Alain  Berard",Physics,2009,https://doi.org/10.1090/conm%2F563%2F11166
“As Shee Preachers Hold Forth Christ”,Rachel C. Adcock,Sociology,2011,https://doi.org/10.1080/01440357.2011.568778
Disseminated Nocardia asteroides with pustules.,"P E Shapiro, M E Grossman",Medicine,1989,https://doi.org/10.1016/S0190-9622%2889%2970101-8
Hot particle dosimetry and radiobiology--past and present.,"M W Charles, J D Harrison",Environmental Science,2007,https://doi.org/10.1088/0952-4746%2F27%2F3A%2FS11
Developing Models for Assessing the Financial Health of Small and Medium-Sized Water Utilities,"G. Richard Dreese, Janice A. Beecher",Economics,1993,https://doi.org/10.1002/J.1551-8833.1993.TB06008.X
Determination of 10 carcinogenic polycyclic aromatic hydrocarbons in mainstream cigarette smoke.,"Yan S Ding, David L Ashley, Clifford H Watson",Chemistry,2007,https://doi.org/10.1021/JF070649O
Late radiation injuries of the gastrointestinal tract in the H2 and H5 EORTC Hodgkin's disease trials: emphasis on the role of exploratory laparotomy and fractionation.,"J M Cosset, M  Henry-Amar, J M Burgers, E M Noordijk, B  Van der Werf-Messing, J H Meerwaldt, E  van der Schueren",Medicine,1988,https://doi.org/10.1016/0167-8140%2888%2990299-X
"Triterpenes promote keratinocyte differentiation in vitro, ex vivo and in vivo: a role for the transient receptor potential canonical (subtype) 6.","Ute  Woelfle, Melanie N. Laszczyk, Margarethe  Kraus, Kristina  Leuner, Astrid  Kersten, Birgit  Simon-Haarhaus, Armin  Scheffler, Stefan F. Martin, Walter E. Müller, Dorothee  Nashan, Christoph M. Schempp",Biology,2010,https://doi.org/10.1038/jid.2009.248
MAUDE: analysis of robotic-assisted gynecologic surgery.,"Elmira  Manoucheri, Noga  Fuchs-Weizman, Sarah L Cohen, Karen C Wang, Jon  Einarsson",Medicine,2014,https://doi.org/10.1016/j.jmig.2013.12.122
Effect of cattle dung on soil microbial biomass C and N in a permanent pasture soil,"R. D. Lovell, S. C. Jarvis",Biology,1996,https://doi.org/10.1016/0038-0717%2895%2900140-9
The key issues to design software radio,Duan  Lian,Computer Science,2004,https://doi.org/10.1109/APRASC.2004.1422416
Prevalence of autonomic disturbances in diabetics as compared with non-diabetics and healthy subjects.,"K  Oda, Y  Ono, H  Noro, M  Kudo, H  Nakayama, S  Nakagawa",Medicine,1983,https://doi.org/10.1620/TJEM.141.SUPPL_447
Role of metallic dopants on the properties of copper (1) iodide nanopod-like structures,"Agnes C. Nkele, Ugochi K. Chime, Assumpta C. Nwanya, Assumpta C. Nwanya, Assumpta C. Nwanya, Daniel  Obi, R. U. Osuji, R. U. Osuji, R. U. Osuji, R.  Bucher, Paul M. Ejikeme, Malik  Maaza, Malik  Maaza, Fabian I. Ezema",Materials Science,2019,https://doi.org/10.1016/J.VACUUM.2018.12.049
"Increasing genetic variability in common wheat by utilization of alien cytoplasms - Cytoplasmic effects on the performance and interplant variability of the F1 and F2 generations of the cross, Triticum aestivum cv. Chinese Spring*cv. Norin 61.","Penko  Spetsov, Katsuei  Yonezawa, Koichiro  Tsunewaki",Biology,1985,https://doi.org/10.1270/JSBBS1951.37.29
A fisherman who could not row,"Abhijit  Das, Ajith  Cherian, Thomas  Chemmanam",Medicine,2009,https://doi.org/10.1016/S0140-6736%2809%2960138-0
Benefits of Property Assessment and Good Drug-Like Properties,"Li  Di, Edward H. Kerns",Engineering,2016,https://doi.org/10.1016/B978-0-12-801076-1.00002-2
Remote plasma chemical vapor deposition silicon oxynitride thin films: Dielectric properties,"M. Hernández Vélez, O Sánchez Garrido, F. Fernández Gutiérrez, C.  Falcony, J. M. Martínez Duart",Chemistry,1998,https://doi.org/10.1116/1.590013
Medium-term Load Forecast Based on Sequence Decomposition and Neural Network,"Haowen  Chen, Wenxia  Liu, Yueqiao  Li",Computer Science,2019,https://doi.org/10.1109/CIEEC47146.2019.CIEEC-2019497
Efficiency of Pseudomonas fluorescens and Bacillus subtilis against Phytophthora spp. in citrus.,"S. B. Shinde, M. D. Sadgir",Biology,2016,https://doi.org/10.15740/HAS%2FIJPP%2F9.1%2F15-20
Nicotinic receptors modulating somatodendritic and terminal dopamine release differ pharmacologically.,"M  Reuben, S  Boye, P B Clarke",Medicine,2000,https://doi.org/10.1016/S0014-2999%2800%2900004-2
Wind turbine failure analysis for wind farm at Devgarh in Rajasthan,"Bharat Kumar Saxena, K. V. S. Rao",Engineering,2013,https://doi.org/10.1109/ICRESE.2013.6927814
Induction of BAP1 by a Moderate Decrease in Temperature Is Mediated by ICE1 in Arabidopsis1[C][OA],"Ying  Zhu, Huijun  Yang, Hyung-Gon  Mang, Jian  Hua",Biology,2010,https://doi.org/10.1104/pp.110.169466
Arene Substitution via Nucleophilic Addition to Electron Deficient Arenes,Cristina  Paradisi,Chemistry,1991,https://doi.org/10.1016/B978-0-08-052349-1.00099-8
Matrix Metalloproteinase Levels in Cervical and Intracranial Carotid Dolichoarteriopathies.,"Yıldız  Arslan, İlker Burak Arslan, Yeliz  Pekçevik, Ufuk  Şener, Şükran  Köse, Yaşar  Zorlu",Medicine,2016,https://doi.org/10.1016/j.jstrokecerebrovasdis.2016.05.028
"A Facile Approach to 4,5-Dihydro[1,2,4]triazolo[3,2-d][1,5]benzoxazepines","Qingqing  Meng, Hexiang  Bai, Zhiming  Li, Quanrui  Wang, Fenggang  Tao",Chemistry,2007,https://doi.org/10.1055/S-2007-966059
Alignment Effects on Simple Turn Decisions in Track-Up and North-Up Maps,"Derek  Viita, Steffen  Werner",Engineering,2006,https://doi.org/10.1177/154193120605001601
Atopic Dermatitis and Treatment With Topical Immunomodulators,Joseph D Losek,Medicine,2004,https://doi.org/10.1097/01.PEC.0000148038.14588.99
Influence of pressboard physico-chemical composition on static electrification in power transformers,"T.  Paillat, L.  Onic, O.  Moreau, Y.  Bertrand, G.  Mortha, N.  Charvet, G.  Touchard",Chemistry,2001,https://doi.org/10.1109/TIA.2003.808988
N-alkylated nitrogen-in-the-ring sugars: conformational basis of inhibition of glycosidases and HIV-1 replication.,"N  Asano, H  Kizu, K  Oseki, E  Tomioka, K  Matsui, M  Okamoto, M  Baba",Chemistry,1995,https://doi.org/10.1021/JM00013A012
BIT for intelligent system design and condition monitoring,"R.X.  Gao, A.P.  Suryavanshi",Engineering,2001,https://doi.org/10.1109/IMTC.2001.929458
Incorporating numerical molecular characterization into pseudo-component representation of light to middle petroleum distillates,"Luyi  Liu, Shuandi  Hou, Nan  Zhang",Materials Science,2019,https://doi.org/10.1016/J.CESX.2019.100029
The first accurate description of an aurora,Wilfried  Schröder,Geology,2006,https://doi.org/10.1029/2006EO510008
Kant on Self-Consciousness,Patricia  Kitcher,Philosophy,1999,https://doi.org/10.2307/2998465
A physical model for metal extraction and transport in shallow magmatic systems,"Christian  Huber, Olivier  Bachmann, Jean-Louis  Vigneresse, Josef  Dufek, Andrea  Parmigiani",Geology,2012,https://doi.org/10.1029/2012GC004042
Defect-driven rotating system based on a double-walled carbon nanotube and graphene,"Xiaotian  Lin, Qiang  Han",Materials Science,2019,https://doi.org/10.1007/s00894-019-4119-z
Why Negative Outputs are Often Ignored: A Comprehensive Measure of Hotel Performance,"A. George Assaf, Ljubica Knezevic Cvelbar",Business,2015,https://doi.org/10.5367/te.2014.0386
Medullary sympathoexcitatory neurons are inhibited by activation of the medial prefrontal cortex in the rat.,A J Verberne,Biology,1996,https://doi.org/10.1152/AJPREGU.1996.270.4.R713
X-RAY FADING AND EXPANSION IN THE “MINIATURE SUPERNOVA REMNANT” OF GK PERSEI,"D.  Takei, J. J. Drake, H.  Yamaguchi, P.  Slane, Y.  Uchiyama, S.  Katsuda",Physics,2015,https://doi.org/10.1088/0004-637X%2F801%2F2%2F92
The Effect of A-V Impulse System on Swelling of the Lower Limb after Hip Joint Surgery,"Jun  Nishio, Jun  Arimizu, Minoru  Ikeda",Medicine,1997,https://doi.org/10.5035/NISHISEISAI.46.1007
Arima models of seasonal variation in U. S. birth and death rates,"Kenneth C. Land, David  Cantor",Economics,2011,https://doi.org/10.2307/2061119
280 Boucebacks during the Covid-19 Pandemic,"G.  Perrotta, S.  Krupp, M.  Holbrook, K.  Joyce, A.  Bissonette, J.  Dandashi, D.  Grahf, M.  Alaka, A.  Celestia, A.  Mohammad, J.  Miller",Medicine,2020,https://doi.org/10.1016/j.annemergmed.2020.09.294
On the fundamental role of oxygen for the photochromic effect of WO3,"Clemens  Bechinger, Gunther  Oefinger, Stephan  Herminghaus, Paul  Leiderer",Chemistry,1993,https://doi.org/10.1063/1.354370
Measurement of frequency sweep nonlinearity using atomic absorption spectroscopy,"Ningfang  Song, Xiangxiang  Lu, Xiaobin  Xu, Xiong  Pan, Wei  Li, Di  Hu, Jixun  Liu",Materials Science,2018,https://doi.org/10.1016/j.optcom.2017.09.043
Application of mobile sink in wireless sensor networks,"Nimisha  Ghosh, Indrajit  Banerjee",Computer Science,2018,https://doi.org/10.1109/COMSNETS.2018.8328256
Isotopic evidence of allogenic groundwater recharge in the Northern Ordos Basin,"Tao  Wang, Jiansheng  Chen, Jian  Ge, Lucheng  Zhan",Geology,2017,https://doi.org/10.1007/s10967-017-5523-4
Towards a Framework for developing Product/Service Systems,"Ola  Isaksson, Ola  Isaksson, Tobias  Larsson, Pär  Johansson, Pär  Johansson",Business,2011,https://doi.org/10.1007/978-3-642-19689-8_10
Development of a new correlation for estimating pool boiling heat transfer coefficient of MEG/DEG/water ternary mixture,"Mohammad Mohsen Sarafraz, S. A. Alavifazel, Y.  Hasanzadeh, A.  Arabshamsabadi, S.  Bahram",Chemistry,2012,https://doi.org/10.2298/CICEQ110625041S
Fostering the exchange of real world data across different countries to answer primary care research questions: an UNLOCK study from the IPCRG,"Liza  Cragg, Siân  Williams, Thys  van der Molen, Mike  Thomas, Jaime  Correia de Sousa, Niels H Chavannes",Medicine,2018,https://doi.org/10.1038/s41533-018-0075-9
An Analysis of Online Discussion Platforms for Academic Deliberation Support,"Fabrício Matheus Gonçalves, Emanuel Felipe Duarte, Júlio Cesar dos Reis, Maria Cecília Calani Baranauskas",Computer Science,2017,https://doi.org/10.1007/978-3-319-58562-8_8
Narratives in Action: Modelling the Types and Drivers of Sikh Activism in Diaspora,Jasjit  Singh,Sociology,2020,https://doi.org/10.3390/rel11100539
Linguistic citizenship Language and politics in postnational modernities,"Quentin E. Williams, Christopher  Stroud",Sociology,2015,https://doi.org/10.1075/JLP.14.3.05WIL
[Status and Rationality of Opioid Use in Lung Cancer Patients: A Single Center Retrospective Study].,"Wenjuan  Sun, Yang  Hu, Wei  Zuo, Bo  Zhang, Yan  Xu",Medicine,2020,https://doi.org/10.3779/j.issn.1009-3419.2020.102.12
Customer satisfaction: the project manager's role,L R Ireland,Engineering,1992,https://doi.org/10.1016/0263-7863%2892%2990065-H
Enhancing the effectiveness of tobacco package warning labels: a social psychological perspective.,"E J Strahan, K  White, G T Fong, L R Fabrigar, M P Zanna, R  Cameron",Medicine,2002,https://doi.org/10.1136/TC.11.3.183
Joining similar and dissimilar materials with GFRP,"Prashant  Kumar, Ritesh Kumar Singh, Rajeev  Kumar",Materials Science,2007,https://doi.org/10.1016/J.IJADHADH.2005.12.005
Precise subnanometer control of the position of a macro object by light pressure.,"Victor  Petrov, Julia  Hahn, Juergen  Petter, Mikhail  Petrov, Theo  Tschudi",Physics,2005,https://doi.org/10.1364/OL.30.003138
Statistical Models for Toxicity and Safety Pharmacology Studies,"Helle  Andersen, Henrik  Spliid, Søren  Larsen",Medicine,2000,https://doi.org/10.1177/009286150003400231
Sepsis: a review of therapeutics and considerations for anesthesiologists.,"Anahat  Dhillon, Jen  Nguyen, Erik  Kistler",Medicine,2012,https://doi.org/10.1097/MJT.0b013e31820543d7
Time domain control oriented model validation using coprime factor perturbations,"M.  Crowder, R.  de Callafon",Computer Science,2004,https://doi.org/10.1109/CDC.2004.1430372
In a Neonate with Down Syndrome,"James A. Cook, Beverly  Raney, Donald J. Innes, David  Normansell",Medicine,1989,https://doi.org/10.1177/000992288902800306
Case 78: A Neurosurgical Case with a Sudden Disappearance of the Arterial Line Waveform,John G. Brock-Utne,Medicine,2017,https://doi.org/10.1007/978-3-319-71467-7_78
Mashing Up Oil and Water: Combining Heterogeneous Services for Diverse Users,"Zeljko  Obrenovic, Dragan  Gasevic",Computer Science,2009,https://doi.org/10.1109/MIC.2009.97
The pause-initiation limit restricts transcription activation in human cells,"Saskia  Gressel, Björn  Schwalb, Patrick  Cramer",Chemistry,2019,https://doi.org/10.1038/s41467-019-11536-8
Increase in epinephrine excretion is associated with cognitive decline in elderly men: MacArthur studies of successful aging,"Arun S Karlamangla, Burton H Singer, Gail A Greendale, Teresa E Seeman",Medicine,2005,https://doi.org/10.1016/j.psyneuen.2004.11.004
Effect of Cr Dopant on High-Temperature Embrittlement in Fe Alloys Containing High Concentration of Cu,"Yukichi  Umakoshi, Wataru  Fujitani",Materials Science,1998,https://doi.org/10.2355/ISIJINTERNATIONAL.38.888
Kardar–Parisi–Zhang Universality,Ivan  Corwin,Mathematics,2016,https://doi.org/10.4171/NEWS%2F101%2F6
Study on the diastereoselective synthesis of dithymidine phosphorothioates through a d-xylose derived chiral auxiliary and development of a novel catalyst,"Yixin  Lu, George  Just",Chemistry,2000,https://doi.org/10.1016/S0040-4039%2800%2901678-6
Research on genetic diversity of cassava (Manihot esculenta Crantz) based on DNA polymorphism on gpss1 gene,"Nguyen Phuong Thao, Nguyen Chi Mai, Phan Minh Tuan, Tran My Linh, Le Quynh Lien, Le Quang Chung, Nguyen Tuong Van",Biology,2015,https://doi.org/10.15625/0866-7160%2Fv37n2.6536
Pseudocompact group topologies with no infinite compact subsets,"Jorge  Galindo, Sergio  Macario",Mathematics,2008,https://doi.org/10.1016/J.JPAA.2010.06.014
Optimization and Implementation of AES-128 Algorithm on FPGA Board,Ankur  Singhvi,Computer Science,2020,https://doi.org/10.1007/978-981-15-5558-9_62
Reliable imaging of ATP in living budding and fission yeast,"Masak  Takaine, Masaru  Ueno, Kenji  Kitamura, Hiromi  Imamura, Satoshi  Yoshida",Biology,2019,https://doi.org/10.1242/jcs.230649
"A Descriptive Study to Assess the Knowledge and Level of Satisfaction among Women Regarding Reproductive and Child Health (RCH-II) Services Provided at Community Health Centre, Sahnewal, Ludhiana, Punjab","Arvinder  Kaur, Gurinder Kaur Walia, Poonam  Sharma",Biology,2015,https://doi.org/10.5958/2320-8651.2015.00038.1
BIST Analysis of an Embedded Memory Associated Logic,Jacob  Savir,Computer Science,2001,https://doi.org/10.1155/2001%2F91710
Shape memory polymeric materials based on aliphatic polyesters,"Ke-Ke  Yang, Caili  Huang, Yu-Zhong  Wang",Materials Science,2016,https://doi.org/10.1360/N972016-00376
Simulation of Satellite Digital Video Broadcasting via Variable Frequency Based on Simulink,"Nan  Li, Bo  Jiang, Jing Yong Liu, Wei  Zhang, Xing Xing Chen",Computer Science,2012,https://doi.org/10.4028/www.scientific.net%2FAMM.197.441
Lecithin/chitosan nanoparticles of clobetasol-17-propionate capable of accumulation in pig skin.,"Taner  Senyiğit, Fabio  Sonvico, Stefano  Barbieri, Ozgen  Ozer, Patrizia  Santi, Paolo  Colombo",Chemistry,2010,https://doi.org/10.1016/j.jconrel.2009.11.013
E-CRM on the Relationships Quality and Its Consequences: Evidence from Iranian Private Banks,Mohammad Javad Taghipourian,Business,2019,https://doi.org/10.7176/ejbm%2F11-25-01
Deaconess Winifred Hilliard and the cultural brokerage of the Ernabella craft room,Diana  Young,Sociology,2017,https://doi.org/10.22459/AH.41.2017.04
The influence of butyl acrylate/methyl methacrylate/2-hydroxy ethyl methacrylate/acrylic acid latex properties on pressure sensitive adhesive performance,"Lili  Qie, Marc A. Dubé",Materials Science,2010,https://doi.org/10.1016/J.IJADHADH.2010.07.002
Target excitation in H2++He collisions.,"Quintana, Andriamasy, Schneider, Pollack",Physics,1989,https://doi.org/10.1103/PHYSREVA.39.5045
Crosslinking of poly(N‐vinyl‐2‐pyrrolidone) in the coating of cotton yarn,"Ana Paula Serafini Immich, Pedro Henrique Hermes de Araújo, Luiz H. Catalani, Antônio Augusto Ulson de Souza, Selene M.A. Guelli U. de Souza",Materials Science,2011,https://doi.org/10.1002/PEN.21845
